review_id,business_id
Lk21QNbrI_e3nf0GvWSPww,sLgnx_WFCjEoPsS6NwU70Q
aAcQibR3zWOvk4atbCM3SA,Zi-F-YvyVOK0k5QD7lrLOg
-up4mW6WdqzGrRh7t_pLmA,EpREWeEpmR8f1qLHzzF0AA
PDHRlnEdkEcwATry4w71PQ,Wy8Hswf2cLQGRZN6armkag
ymhbOMW63B_vGaRFR3XT0A,5Ce3lZksYVkCbrihqylVHQ
_UYXYxRRnZtH-dNJZEkMQQ,lpfrjbjIWC0BNZThaSDMLw
zRIH5eDA2GbynjZPrk8dDg,jLerIZFpe25jOUf722qzBA
5obXxR0b94b5q6j1zYCAzw,aY_n9RSaD2Yw09jSFFePew
RGV9GWhAAfAAlYyd4vho7g,3ZynJ94VpIdDlaArmEp2Rg
7rCsR3SARVF3vXNiw_Csgg,9gObo5ltOMo6UgsaXaHPWA
DOeEDBfsrNph0ktNkYYFnQ,9OtFX3YzG5keaUMOWU1imA
JzBhoRVecH9pO0BBiJNQqw,b7V_5q22_eTeHlYzq1bpFw
meGaFP7yxQdjyABrYDVeoQ,cg4JFJcCxRTTMmcg9O9KtA
5M9fBQINWamyQPdJ7OQkeA,iD25g7vUG3asELjXtMGF9w
tXHWJWnTdrraHGUqaPWj3g,S2Ho8yLxhKAa26pBAm6rxA
byblHsbxiqb1pC1cuSfslA,18eWJFJbXyR9j_5xfcRLYA
xumAI7br1X67OY_bU_Yqhg,X_E7U2lVNEwbH_gpOBmAHQ
onlgwy5qGDEzddsrnIvtWg,W7NxQw8UYFR0HLPrI08tvw
FMFZoES5LfumuwhsZbIDlQ,f4PA-f1tcN1bIpZJLdFsQQ
PPgbLBvi34A6m7bKJfTwhw,GyC36Pn0Q1-qHnqXys6yFg
gImS1dtA_TixEouDfp2o4g,D5V0Fawd6ODVgqCY8xngsw
jSoo6p_GpvYRHG2QK6WE2g,fGYnHzFr1z2kv7bPRW6VMA
pl5AjpEcFxFTltkBvHjsRA,EBn3U4mpnIRLIy2lKuilRQ
8GZbCEMxrbqmRinDbfHWVQ,FHNIvNgh3fS7VZQq2Y3dsA
L0E_Ld__jIATsQ1vA7ZGZw,D4DZztR7vkbiED6txGUYFg
9IG9eB3K-RdIonPBuZ0psw,jOOOrH5n2ijnsZKxzPSAiw
OlaSUt3bA66VcCbVHhR0oA,UEgiQRvpAeaq-QyEvm7Ysw
yyrMqY7sNp5gT7KJ1AaYWA,GBTPC53ZrG1ZBY3DT8Mbcw
OJO7m2zn3LAr011J1I7ppQ,1QVB0_-piu0GXes87BXeGw
3dVcGYz6GokuEytLrfG8bA,Dv6RfXLYe1atjgz3Xf4GGw
I1rcoz7_p4z2hXjpno5RHw,uaipZDBSvzDzUUlazpyGCg
zcj7iTXdSz0GCBOReMTeiQ,Zx7n8mdt8OzLRXVzolXNhQ
bed0N65L9E1GyiNsI7BOqg,OlcuZ9sWonCsSSGuHxb6yw
uGJubhANtj6sfP_xz8LeLQ,xR3inMR2KceU3b9dhkz_tw
vZNDuj4a8cFQV9t6-FijSQ,nYRFGR2C-OOhRvO8rvI4qw
S4nZgOgiv9w8MOiaWTpwBQ,pSmOH4a3HNNpYM82J5ycLA
quiZPC8t-iZs1uiMA1ovEQ,-ikBycdroyTLDBHR9aC3HA
zM7u3iffMjniyvQAaN9Tnw,29YqJwOGEuAWqlHZxMc1OA
940tqxFO4Pwg_KMg4Y4Z5g,EQ-TZ2eeD_E0BHuvoaeG5Q
LnKr0hwejzl71QmoQyTRDQ,hAmuto6UndVroyd_DaD-TA
VDn0TqsdpxbNUBZEXkakUQ,WaRZsQEcEHwRk0T2dJ-cuA
RMho6HMpdec1YgIypwWQrQ,ab3pRv-b0o-BwMK2jVbH3Q
mSggForidMf0eUaK-Qnnvg,eMiN8nm70jjKg8izikVWDA
rGI8UdsEGiGeETFiu1VK1w,hRHhP3fhMy3LktPyQa3s_A
UrGHZY5-pDs4uOP8SFPg-w,eUO4QA6nL2XdCeWuD7tkww
zqmkEnp1kfU2vosDcG2kMg,-If0ps0QhOLCYVWQWs9RYg
WcCEk3Q7bgIynzgq0dgTNA,c5QMFe_yhgksThaR2a6rtg
27CYrDqJIUjbOLNeKTfjDg,pym7c6ZFEtmoH16xN2ApBg
1TsJMk7OT7MUSNLQoFc2wA,s3FRhtaNU8dt-mKkLKUQaQ
Gczff1Qxg4WVmlBLPrZwzQ,34Eqv8jXgxg_EEwcsNgeeg
k7HWRysS3ICXxzhbddCemw,a1u9Bxrq_fZxl2pgqQUcJA
pJRn59F_lyNO1zT3TCVd0Q,pSmOH4a3HNNpYM82J5ycLA
ypFqmURIY41F4pWaMW1VrQ,7L1kXfwU5XM6f6Jxo_L7Yg
HME_ksGph3se7Aze5hxa-Q,kxX2SOes4o-D3ZQBkiMRfA
Rtw--aLDMSvk4y_WxV-ZUg,7wpTBtY2kiMXmW42zvL-fw
2EjmDJnE2z5_lAWyV1rd4g,xruWHK8Z5N0JWyQubLHjgA
HpwQOIy5IgQwHaFAZVUrKw,G-zzByEfv2oqjcxYmPsjtA
UD0AKHQQHSzYsbCkdM7Xrw,tJCnUtGdyPyOGt5kudLrTA
bi6GaeWDGceGv62lXTIKQA,bjhCtlYHrkgA5Ku8l-rB3g
hOwlMPilziEHtyuKpf4Rlg,hy5GpGXAna-5qrb3zNub6g
TgDp1TErom3UNglKhDy2uw,W8Z4rXYkmZlEVSaxIVjyvg
wsFRDsHxz2mM_Ettgn1qQg,qf4LecJDQWIt0gt6VJWFPw
d9j7KC7FTOkoI_L-iPIsDg,yQhu3LbnB2gQgrquHZ_S6Q
xilt6zGZ3Nqo2_fogn3jjA,_aKr7POnacW_VizRKBpCiA
hVs0KrkaRNaxmH2GQm2qLA,QUEWdnmVCv2Ri8xJATTrIQ
0-lnwfRh1GA1Lvu5RRC9Cg,7WZ5EGb-Xk_uxQTWc52P4w
LO2C_mywzQy5BvdEeONR1A,CYwC5OjwCN6ib_AQDxi3Ow
UanAtEVU2kZ5hYu9h41MLg,iVegX9epKU8R0eRAEwQ6Yg
q22lpVDGRGiglEUqjdbA4A,P10BsKUeoeCeVoK4BS2u0w
nYFpOY84gzeAz7ujVP8oaw,kPG6r0h73sPgXBei0MyzYg
p3UM6VOJOGuY0iTxD-Topw,oRZzKWdyMQld6N_y4UWkAg
x-1wBBwja9l2Hr5bgqsG0A,mQvRi0nm84Www71d4qOheQ
cCs7yPSyk8NdA-Ufoz_7hw,v5ktgWMAARaczTMh2rAJKg
_-D9UYciNNTIe6amQAsJUg,o7cD_sDA-Evj3Oh0zeH9nQ
EPhqAu_YQLJEvKox6WrzDw,F3n0sB5Dqn-N2fAA5TgmFQ
qsjMCjaEW9UWyzAw4ujWcw,HrIbP2-jdRJAU92yqyDmyw
a5JHzBrWxRd_OmIvV7znDA,WM3q-7scdPUei6fu4SJFYw
-xM8cH4AeVzgTJBQHlxfUQ,EtKSTHV5Qx_Q7Aur9o4kQQ
M7h8K7PrLrN8yQb3RhHLdA,WLiqfxv_GhFFA5sm878a2w
tsK04dlK87ia08UxWQk3Tw,hRHhP3fhMy3LktPyQa3s_A
NvusujU9_5pIUbn9SZ6hMA,XMGjDIAFbu9VSmWDs-Ev5w
vdtWa5Ym9ImeMMOHwnIfrw,wqj6JquckEOs1h7rs376kQ
X-ibMbsz1nWAcetMERluBQ,mLNSOU8Ki0Fm09xd6ZKkcA
pBN8yjaejKMzIWQs1zIyzQ,QvjY9esYNRMe_5kvT6TC5g
dEVDg2FyOR2sJnbR_JcivQ,3YERGr7UbpSpddqL0Eiu5g
_u331rYIp7qJ7aWvLup9Ug,wa_bwyY57etHjtJ2Fw0E3g
c9uUji8cUjVqkMisIfHjyg,dBCNUSbz5-8nQNrxWo5deg
ZNZMWPfPdbbM7dhZlIpoFA,JvawJ9bSr22xn4R9oLvl_w
IJCYT9dRjuBvY-BJufFnNg,roc-xyyzN5b_nImb0NdRLQ
clKHv1f5cIsaJVJPdKKHZg,NdqATFd0JsFzEOD8Z8pa5w
cOcKS8BQ7yjOJPatqK2OOQ,Y2rYM2crYfTC25y6iquPgw
HSjRz31mvRBQRo8deXrr_w,ORL4JE6tz3rJxVqkdKfegA
kj5pjfid6pUP818rF0q6GQ,cg4JFJcCxRTTMmcg9O9KtA
JH6ICJPlTj0ASN2THlnP0A,LnQRfj3pPz0369stRnwUWw
pNvatA_7ffu_G6wETx8ELw,QUEWdnmVCv2Ri8xJATTrIQ
MyGhCZTxjVx9izvW4vIHwg,pSmOH4a3HNNpYM82J5ycLA
sOIEFZMEzb055tCO_tBSvQ,W4ZEKkva9HpAdZG88juwyQ
WPQ9Wiah4w38a6SDCPCOlA,W0vdz23JQtVQX5vJkiCj3g
651IreQ5u5j2WiVID_HK6A,M0r9lUn2gLFYgIwIfG8-bQ
dUkUiVjwb9xCF1kMqjT6nA,FnEkr6LzjuGsg93Z7fkl7Q
77s6wkAr2F7ZQ00NYuzsvw,8uF-bhJFgT4Tn6DTb27viA
RgonT2qGpUte6RFpoSSxuQ,dygflr6j51vf3-lM5pUIkw
VE11x_UNVxri3ZHTzcG2jw,ugNplY4SZqIfP417oUxahQ
g7MfpJGKQUGowCvIcrB91A,V6Om7YZhlRQRU7WfuxHq8Q
N_Wx1OLMrj219D5nUMqtQQ,h3aPn7WjxYMu_DJqXCUAjQ
mUMveMkONaNYXmNig65xhQ,EDjEVzmoQVHzboFqC-M6Ew
BiETNEHMCcmUWQDJMHQQqA,kgeiJzWSiXPnf-3wx7LHIQ
PvZvLfodXgbqqZT2q65HwA,p3XlbP2aZa-NBRqJ4p3KLw
09vSgWVConpnldqbvNkIRQ,h8iDZcXLDicI_Wg8fwl-ig
i8nVcu3u2-e0szyCS7PY1g,7sKfrJmjG6unAQeWdQUe2w
mMwnX1vc3tQUeDNS2wiKFw,9OG5YkX1g2GReZM0AskizA
lt-tsizQin_wNCkQv71YPQ,dUctvEfHQccW_uxtRup2QQ
XDvCtch6U43HUNuMLHSxHA,5ezrDoezdUlJpUa5Jg6dUQ
JfFODAip9Xsz-eXKLSjwZA,PpZqlVUAP2i8_hNfpQyKhg
u0uSYPl0hYpNLGKKeINvKA,I6L0Zxi5Ww0zEWSAVgngeQ
vqmhsvXK9z4TTvnVDNpPDQ,ICqgjbOpBD9SUtE5PQC9sA
sNm9Z4zILQ8HoSiYis-1kA,LnQRfj3pPz0369stRnwUWw
WaeKsvHUJ8whjBlWjl0kaQ,Jc6MxMyCLp4DMfN4C1t1aQ
xqp0pnO0PfBkaFRNaVImYw,_uyLoz0BbrQIVmUEm_td1Q
cC79tWLtH1U1n-oi7EozMw,qdpdUjdkEUpzYDdce2yZng
uwPhE21CZLlp1kkSMPvvYw,WKMJwqnfZKsAae75RMP6jA
J4bewYavb3HEhYkEOc3QFQ,ehnMcJZlx29XMroxMd3-mQ
mRnYZes0nj4sr8DsE_gWMQ,fgTOJRkc703E4XRdcr5zRA
Zb_27vX8weaYyDn-_2ZhVA,0Kn5W22UmxOqPj2cjouFNA
Vou3XAgjYJBuCO_-h1OQaA,eaDZlSuVS0EY67Ke6pRP6Q
bVgpM_sA9AMAlL2R5TPNAQ,dz_aIFbATP2PLWQSOBnMfw
ymir0baPnU0rYEo_VBZxvA,-ATiAtTikuGuqvaW2O6tNA
6QT1guUN1loMKUYBoV0RrA,W2mcChlYqeVirWSWSLgoDA
Rm43fkKvgdpi6C3e8FyrzA,kKPJLiHIr9Gd9sYs3GhxDQ
YmDYCDkRl3cof1yGdllW2Q,TttFjRQ-8Iz8by4hsD7iOQ
6odPSjoPWOyeDQpgJbdGaA,oaboaRBUgGjbo2kfUIKDLQ
b8-_q_gr-5zplgCwNhvSNw,Y2rYM2crYfTC25y6iquPgw
AdGd-xcpJF4C-zYduRM03Q,bUnqKEP7h48ePxHMXV0fNw
gbK7d1rp0tLKPS8oMpKFNg,7sKfrJmjG6unAQeWdQUe2w
KZaBBKr4uWWK1TpqiBMUMg,cBp1fn2LXpSHe4VbTXLYEw
wEfzqOfbwn4Ohe2ZDOLAzw,GBTPC53ZrG1ZBY3DT8Mbcw
qlR5VtoMmpOLr_rGPFooAg,wzE61ThXOdrSegvwSOzf5w
GY2rCySJI41AXWMXvrDTJg,nFjk0xVI9fNiVN__5g-m8Q
Bs-7mL55P6zwtc1wqmWE5w,SheKIt6Z_h-yzbkU8yjoPA
UqZyX64mgw1vJ1ffnxODjA,EtKSTHV5Qx_Q7Aur9o4kQQ
8AgD3lw9bQUjxO4l86ErsQ,cvHY1RTAPSoH94ysP2_eyQ
E1MoAVCzLAnJX-rYwE-Rtg,MaYb7qMN6BomP1zQGj3Wjg
4B1yYB3bozpSl4OqqhhbxA,VRGYwKE_Z77frm5NwLvJhw
CdasgDuJmAJYRb50sgzQEQ,68ThEdiK0eWCEgGEmV9Tng
-Lkjo_vV2DEemMpMBlbeHA,_ReMedGR8eDM5AgdRK0jCw
yRFEfsJxqHMA0DMgTCL1Xw,SlLfWzeYOrVBxCd-0QILZQ
t3SWA33VyH353uoE6UAe2g,eS4billU3Yd9hoVUFfZFbA
N4ENha1fR96wkGPlftezPg,Jx2AoB_IQOUrZ3s6fdAUSA
RC8D-iY19aZFHXUHaS8xLg,-OIUunijjcq_ZzyyQhPPFQ
LQO-g1dRDTzdX6Yxr_RTig,gK9CdFaCXmHoW8aLfXiSqg
2_NKFcHlU7MAeWeGksTLKg,W4ZEKkva9HpAdZG88juwyQ
NyJwwd6Ylajd9sVAaIZ9Iw,gZqFuqTjtN4Bfh-_fO315w
lLc72XgWAGoWXVI3iGydRw,tQYOAfl33tmP4oWpfyRr6g
BIrLDhcGSnGoj7tRz4pC4w,iI090K0JMViyPPh7Viovrg
1WSjTfpqwIDCbnmzgeeXcQ,_aKr7POnacW_VizRKBpCiA
22n_UbOS_iqKKR3IrYhNGw,QkyEr9j7il9lJqseTbPe5w
IJu7uqPm3fqt80QZuyvi_w,b2IDM2SC0HkcflLl_nSTrA
5wPq_FqKNx4NSdjW4MDCRQ,y44MbCvvtmg1FpkNGSWisw
Is_4BTKGJTHxLGKRxLD_DQ,GyC36Pn0Q1-qHnqXys6yFg
n2YTTgxIdIPWxz_jp3d3Xg,ncxN9II-MeXRudUrE3GVsA
1nwMNWObHn1Aq-Yv2LTJQw,q72up2Av5yNNVPk7vdKg9w
IWflChcWypgf2Vlsm1WT5A,4FaYG9qKDpDyr68bKmaIEw
X-CWXNjxwaqHwSME0Q3KpA,k6XrnjX2TBM_nDzD_XA9NQ
qM-E-ae8CI1Yp0wJiq0jhg,LktIfbmd3k0kDiWibGw7DQ
0trQZcvI12ONojsrEOnIHQ,WAPhi7JdwIvdTBgM9KsxHA
NUqNm6gqj-iOWo30r_iFrA,EbTJAD4R68mbRLapvF0skA
hozoa1DsTCjpz4UC8YGsNw,MMRRS6YhVRx_iN5-JhMRYg
zNpUe13rw7XqnhlCKRBz_A,77drWZJuh-a1osUOrd7oQw
j4zxVT-GhVJ3a1YEskkSww,9PCPV34KV1B_E3v1IUi4tQ
YQtuP2OsLItDgSyEu5wfHA,lwdkX7KcibM4mDqpDfK7JA
v6VgR-I99slQPt_b4lbxuQ,fa6InRseC0Uxnt5d90E3LQ
WuyNRwsB41cf2BJQL2DbRQ,Mha77MN_BYGB-w7DONZ5YA
GVoXS_AdNzSUbyNcoErdZQ,MVmJuns9ZD9QLGltc0Am8g
EYtd1U-fzMWpo-zxMuI5Tw,yN6jZyG1G1FG_HCZQlJZ1g
upZ4kUcTgNnpeCp9ijUgIQ,b7V_5q22_eTeHlYzq1bpFw
tfucaiy6lG5UbvbmTD4STg,MMRRS6YhVRx_iN5-JhMRYg
dFgGps6gQQbWoKOR60X72w,dIpTuL2T1L98GQGU17IeSw
-7wZLHrckzyOr-fX_CiT4A,pSmOH4a3HNNpYM82J5ycLA
-RsFYcZz0HeSrAhu5xDWBg,Q1HHAb4FzrzfnnrRyA8fgg
juzhoSPzFupje-RYJ4VPpQ,9V0LMtO1riRw9-pUuG4NFg
tNhXpFVKYXjJx5mipbc_7A,BjBDHqHhMXSxgyVipccznQ
YpDx1X1OvnwUgdkHeZNvWw,J-ciDDEdIHMcChGIyKZnOg
pASf53j-2Fc4MWcx2uLibA,pSmOH4a3HNNpYM82J5ycLA
MxQpzn4DLrQ6XuhEHkVvIw,QWqKTWQ2OiDgo3dzNkpung
2fD2Do7xBjoahST3FmiwcQ,AY1SyySRyTnBwBdf7qfGxQ
As1_aGyTE-Sh3jGwh3vG0Q,DsKzHnkLKnxZTVsFpts4oA
FpWzaYsVDGrU8w3134s1jg,VVvUBlc_WIEb8obKGq39dA
6etKnG-31gbxxAnJgsSQ5g,TDKBPcViJQDMrdUm6a9XZA
17HtUNovDJr3hZerXmlrMg,o3RGMdSY37_PX1k1vZsXpA
qeSxL-POvGLZD6aQ5O9kvw,yE1raqkLX7OZsjmX3qKIKg
mcl6XhpC7hoUqkTJcmUpkw,WO5nr-4sjVs506BdCLL0aA
6d9hz8LsjvkXjViPW4xaRA,ZnAr0AxYpEYK1ZHNc4fk7g
M8CKU1cEoc7AG-n148uhDA,OINbC0rpDVJ5bfxt3LO9fw
FTax2GLIJRbHbEBUE82_pA,9gObo5ltOMo6UgsaXaHPWA
PCxW8IqqvCODd9Tr_XFjlQ,WmzwJXyBdqsZCZ254XDrtQ
a32cWIjFXAuKHz1hP_kkFA,_TANOcxwIOmQhk1mnXaj7w
aJBV9CklyQQ0mH-tKg_oGw,WW8WN8J89M3U4z1xP4MhnA
ULzbgT5SPThiMOoo4a_Adw,aJvxWyQIG5OLfBw3qAe8xA
k8JV9gw_XKGF17UigEo52g,YUUMXtU66B4rxwJohSQm7A
nDH6ctdQskr7_V_ot3_mVw,mUIBtlWNPD7sz3rGGWQ1RA
2xlNGuN8naQTHO3_xY0lGw,yDiWYpuzRxcTgSi_O4JZpQ
eY8zc9p7Kiv9ATEtNqAdaw,dDn_NVOQh9F-t153S035Ew
_Dkml_CfMMb_wWeGpFtczg,W6S482dRQ_9nCcLjfv8VNg
ZsT686nR-w3vAG_hyaSWMA,v72HalBu5fQIFTD-oqhSgQ
_1rme3go3F96nwAexBZEGw,LGqiubTmpJ-A1L5n7dmc6g
jlvaJo1I56NrZ1Q1CUuuRw,otQS34_MymijPTdNBoBdCw
82lJQteTxdxQVXfm-RU_tw,9gObo5ltOMo6UgsaXaHPWA
T3Rcd5y51bm_6A6_4DN79Q,SwWfW3vBn5QkDE7T3urGAg
OYrtEEEu0qLiTdwlPm9egQ,SZU9c8V2GuREDN5KgyHFJw
amIMShQBXjITXiYG6gyiaA,SuQgcpL-aZeuyRjBdA0pHw
lrZiB0XfNZjk8zfYDx_TPA,S2Ho8yLxhKAa26pBAm6rxA
5GNDjFV7Vi7Uganf6OlAbg,S3Kl763P-wKnDLFy0iirqA
rJ2fUIf-Q7AGx79thOUjMg,8-j10_I745ITrczbkfD-Pw
MWUGmzyXVIlG2NwvzX0q4Q,i-tDq8zC7ZmSqSbg_7oddA
e4e1OLjmdLfYET_v3nEHvw,JcP1z6eZBgTIcxWlyxSw0g
2xIYKNiMuDpF2wWjT1RIKg,o2ETM4XZXENkzuAaYT2GIg
NeTum-oNTUbCwMKxh1aQag,t-bcEvAM8oE92tm9HBr7wQ
0UnK7dQKT3ogC2sBCeYWLA,vje0KIiE7vtpx7JzmBx5LQ
4hi2jgnEhwaKfFiZ_Tz4Hw,6kPHr6gZaU9732ptn9gJrA
ff3TuHm6j-7ik-eONaYz-g,NK9wtI7bMlO3WBjYzhpFAQ
2UFbolHl7Kj1jYYn0eYBWQ,JhrvtLpCEQcYrZLbb6CZGw
f7fAYGJpd4gZAoJxuJcciw,cXAKeC-EgVChIxhS7fscmw
BOL3hGWiZpzay3FcghAVww,o1bd3WLl4McflqjDTJTdHQ
b0AI6U9CCWpFKI3iPLYiow,UCMSWPqzXjd7QHq7v8PJjQ
1KPGzX7SK6-F1AuLCOZvbw,wa_bwyY57etHjtJ2Fw0E3g
eP-S5CuNNVdGsfmVc5BXpg,kJpoduG3wdA35WzOF_T1Aw
jAhIJTYtHsZKSvGknSwMcg,18eWJFJbXyR9j_5xfcRLYA
3aCWNBbYgO6dv1MjUEVL0g,M0r9lUn2gLFYgIwIfG8-bQ
LFpaQzYkP5Pzm5lEjJpTRw,IDtLPgUrqorrpqSLdfMhZQ
u211-bNGLOwYeI8kAi2ddg,0Kn5W22UmxOqPj2cjouFNA
rPMm8KdzE9cLHlwvt-IqgA,OINbC0rpDVJ5bfxt3LO9fw
NbT7iIVr8rz6tglE7tYTAg,oEbpO3vmcrGDW2mtb_s8cQ
chtDBb_3unH0Wcs3W2Iahw,RhuYqAT45uIR2NNdDsolXQ
nCdhMSQA0apDuB_oho5ang,Dv6RfXLYe1atjgz3Xf4GGw
S79tU1cnlxnYhm8zfb8LyA,r2cjbHG_WGWUkaPCbLpo-A
ijG3hyvzneIplamARXzfEg,SoJwDKedR7SJh7-G69C38A
0NC0xZyq4EQgUZvvWiFraQ,1_nd9Hcswx4K4FmZZQPMVw
cvL4g3ycHGJIA2azYMnkHw,oLc7k78_YcDMnMCdbC-h1A
lAjAKzVgkUHcq1aLHzDBDA,KIph7iH97vnDrgcdaqEMFQ
oAQ2yhFonFh0P1Df-fzYNg,N5ekxQd7wGHWJJK-p9qqXw
LkXdUnLG55HUqClm5C-FRQ,l4aS1QVy_bGnwUXSJzpbsw
Gyw77tgrqdHnDBI6WfFjMw,qLrTiIPDlnNX6FYTs29rmg
pgESDcC7eDx4z_epqon4_Q,plobBsTtVUODb353xxFT_g
HyD8P-CcFU3FR75T0dJAhA,HCqmx4ENAZ76SAjoalj-MQ
S1sW-mCzdO1Qhb4Fq7ZKoA,AWJyivVwe3t9BO-k8D0ynQ
W1feLyzh7XPyHrgU-tOXPA,sLgIenN5t-fFALQUkOvCyQ
sgvNB37eQ9wJYOBv1lmwDA,ziFtaIQdzQfFL79iLTq_zQ
2o29ryFidt0awbmqdVSjpg,kGMDSF0YpNwJ-c2BN5yBpw
LUsxbDfNYFTrX6y_Ist3Pw,eJYvM2Zy5BloOYGldWmAVw
M4zS53PfEzODW1P2U9JUig,cXSyVvOr9YRN9diDkaWs0Q
EmLTCw2p9BhOwnzHFXgGaQ,OlOVRlcEstxKK_6hMjy63A
b22OR-MNCZ-TOf6XIbkg6w,Uc6PdjT_MO5bRPQsUUEy5Q
sz6FAS903ogJy9keBfFdNw,TSgZB6PkWFjmasewVkySjA
8PQcD-TECxxGUnGNV83QZQ,sLgnx_WFCjEoPsS6NwU70Q
3djwsoWuYzfE8VD3jlNd8Q,I6L0Zxi5Ww0zEWSAVgngeQ
0PF3_gnx3oI48Q4xi3D0uA,L3V21nAe-CicW2bvtNWa0g
Tbo55fN5ZNBLQ6ue78hd6Q,R77LwVI3wPAFmDLrXt3zZA
vwhFwlc4FTBApcNM4uqx_A,IbndcMURguByburM72o3SA
PRAsITyAFOrVM_YcbJA5QA,qdL-EbgoA7Gq_2u4e4YvLw
gTBmyv_0E8LaCujbzP_oOw,lj-E32x9_FA7GmUrBGBEWg
pGKizwLILA_HafLj0b6CsQ,GlYN-RJyL_YwxIqsSDo1ag
XZl9M7HrwqqQUEOUu4azkA,DRnvSL_I8MLuTLhl6O4JBQ
M_JypFlbEUklwMGoyVknFQ,z680Aylt8wN2KAeFM1hy-A
